Geolocation,Commodity,2010 Annual,2011 Annual,2012 Annual,2013 Annual,2014 Annual,2015 Annual,2016 Annual,2017 Annual,2018 Annual,2019 Annual,2020 Annual,2021 Annual,2022 Annual
..NATIONAL CAPITAL REGION (NCR),Alumahan [Indian mackerel],83.84,92.24,106.88,101.53,108.61,82.4,207.35,..,..,..,..,293.33,..
..NATIONAL CAPITAL REGION (NCR),Bangus [Milkfish],77.83,74.46,101.17,88.1,80.1,88.47,95.74,88.98,..,113.27,129.64,143.26,157.15
..NATIONAL CAPITAL REGION (NCR),Bisugo [Threadfin bream],103.93,118.29,113.62,114.79,101.41,100.26,167.61,161.36,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),"Crab, Alimasag [Blue crab]",181.92,197.75,198.48,189.8,182.48,210.94,189.22,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),"Dalagang-Bukid, bilog [Caesio]",91.13,106.7,109.4,105.86,95.43,100.21,119.81,120.38,..,135.68,141.41,160.31,173.2
..NATIONAL CAPITAL REGION (NCR),"Dalagang-Bukid, lapad [Caesio]",112.48,129.66,134.28,134.68,123.86,130,165.22,..,..,124.19,133.43,200,..
..NATIONAL CAPITAL REGION (NCR),Dilis [Anchovies],62.86,..,..,..,..,150,116.73,78.63,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),Espada [Hairtail],..,..,..,..,..,..,..,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),Galunggong [Roundscad],66.67,84.9,82,74.7,73.66,64.51,73.06,68.8,..,85.48,132.84,170.76,164.73
..NATIONAL CAPITAL REGION (NCR),Hasa-hasa [Indo-Pacific mackerel],106.77,100.82,138.9,134.11,..,..,208.36,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),Kalaso [Lizard fish],..,..,..,..,..,..,..,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),Lapu-lapu [Grouper],220.4,227.57,234.4,224.78,239.18,225.75,230.13,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),"Lapu-lapu [Grouper], other than red species",..,..,..,..,..,..,253.57,256.63,..,..,320,336.67,443.33
..NATIONAL CAPITAL REGION (NCR),Matang-baka [Big-eyed scad],70.05,73.41,81.6,79.6,78.52,84.75,..,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),Pusit [Squid],140.81,164.7,163.08,164.77,170.45,160.16,172.25,188.28,..,252.55,242.54,267.1,271.31
..NATIONAL CAPITAL REGION (NCR),Salay-salay [Crevalle],..,..,..,..,..,..,214.16,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),Sapsap [Slipmouth],108.55,111.73,110.51,169.69,..,..,293.88,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),"Shrimp, Suaje [Endeavor prawn]",241.71,261.39,240.95,227.24,259.31,272.07,317.79,312.73,..,..,..,373.64,..
..NATIONAL CAPITAL REGION (NCR),"Shrimp, Sugpo [Tiger prawn]",354.88,387.82,361.31,397.49,451.02,416.88,431.71,522.8,..,542.22,503.33,469.86,629.03
..NATIONAL CAPITAL REGION (NCR),Talakitok [Cavalla],120.98,147.3,141.15,143.14,139.36,161.67,303.41,..,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),Tambakol [Yellowfin tuna],98.31,104.57,121.04,114.4,115.06,117.98,123.59,75.95,..,140.37,170,180,175
..NATIONAL CAPITAL REGION (NCR),Tamban [Indian sardines],41.62,30.24,32.22,28.58,38.1,20.6,30.75,26,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),Tanigue [Spanish mackerel],165.59,176.56,190.37,183.14,179.74,233.33,..,197.5,..,..,..,..,..
..NATIONAL CAPITAL REGION (NCR),Tilapia,70.15,69.88,80.37,70.88,74.28,77.35,80.31,75.83,..,80.97,95.02,93.08,94.87
..NATIONAL CAPITAL REGION (NCR),Tulingan [Frigate tuna],74.91,98.04,105.82,91.34,83.27,59.87,63.45,63.36,..,90.21,115.77,149.75,159.18
..NATIONAL CAPITAL REGION (NCR),White Shrimp,255.92,284.52,275.03,289.5,320.76,270.49,283.2,301.84,..,354.53,359.4,357.95,374.02
..CORDILLERA ADMINISTRATIVE REGION (CAR),Alumahan [Indian mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Bangus [Milkfish],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Bisugo [Threadfin bream],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),"Crab, Alimasag [Blue crab]",..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),"Dalagang-Bukid, bilog [Caesio]",..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),"Dalagang-Bukid, lapad [Caesio]",..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Dilis [Anchovies],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Espada [Hairtail],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Galunggong [Roundscad],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Hasa-hasa [Indo-Pacific mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Kalaso [Lizard fish],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Lapu-lapu [Grouper],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),"Lapu-lapu [Grouper], other than red species",..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Matang-baka [Big-eyed scad],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Pusit [Squid],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Salay-salay [Crevalle],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Sapsap [Slipmouth],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),"Shrimp, Suaje [Endeavor prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),"Shrimp, Sugpo [Tiger prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Talakitok [Cavalla],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Tambakol [Yellowfin tuna],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Tamban [Indian sardines],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Tanigue [Spanish mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Tilapia,..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),Tulingan [Frigate tuna],..,..,..,..,..,..,..,..,..,..,..,..,..
..CORDILLERA ADMINISTRATIVE REGION (CAR),White Shrimp,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Alumahan [Indian mackerel],93.27,94.61,105.84,105.98,180,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Bangus [Milkfish],93.63,90.84,97.51,90.15,94.86,98.41,97.42,100.84,108.34,121.4,122.19,130.43,147.83
..REGION I (ILOCOS REGION),Bisugo [Threadfin bream],130.34,139.65,142.81,166.07,160.63,169.06,171.57,187.29,207.91,237.7,227.08,205.45,212.95
..REGION I (ILOCOS REGION),"Crab, Alimasag [Blue crab]",..,..,..,..,..,..,..,..,..,176.99,184.4,..,..
..REGION I (ILOCOS REGION),"Dalagang-Bukid, bilog [Caesio]",88.67,89.56,82.98,92.08,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"Dalagang-Bukid, lapad [Caesio]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Dilis [Anchovies],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Espada [Hairtail],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Galunggong [Roundscad],64.08,89.95,89.24,91.91,103.59,110.55,98.94,99.07,102.86,108.16,115.77,145.73,166.79
..REGION I (ILOCOS REGION),Hasa-hasa [Indo-Pacific mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Kalaso [Lizard fish],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Lapu-lapu [Grouper],331.6,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"Lapu-lapu [Grouper], other than red species",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Matang-baka [Big-eyed scad],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Pusit [Squid],156.34,175.56,189.71,217.47,184.34,184.26,181.94,195.56,216.56,227.16,227.51,222.46,212.71
..REGION I (ILOCOS REGION),Salay-salay [Crevalle],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Sapsap [Slipmouth],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"Shrimp, Suaje [Endeavor prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),"Shrimp, Sugpo [Tiger prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Talakitok [Cavalla],155.14,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Tambakol [Yellowfin tuna],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Tamban [Indian sardines],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Tanigue [Spanish mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),Tilapia,59.17,65.04,63.07,63.19,69.42,72.39,75.11,76.41,79.11,84.4,87.76,101.99,101.07
..REGION I (ILOCOS REGION),Tulingan [Frigate tuna],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION I (ILOCOS REGION),White Shrimp,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Alumahan [Indian mackerel],122.29,135.33,144.53,142.67,148.89,159.26,143.41,170,180,183.56,124,152.93,173.33
..REGION II (CAGAYAN VALLEY),Bangus [Milkfish],109.11,112.12,129.39,122.81,113.44,122.9,125.23,127.1,148.53,169.4,173.46,146.29,151.64
..REGION II (CAGAYAN VALLEY),Bisugo [Threadfin bream],..,..,..,..,150.33,163.54,169.15,..,..,202.8,226.67,194.65,149.69
..REGION II (CAGAYAN VALLEY),"Crab, Alimasag [Blue crab]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),"Dalagang-Bukid, bilog [Caesio]",..,..,..,..,144.25,163.55,165.71,165.6,176.85,160.99,203.15,166.17,173.2
..REGION II (CAGAYAN VALLEY),"Dalagang-Bukid, lapad [Caesio]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Dilis [Anchovies],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Espada [Hairtail],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Galunggong [Roundscad],94.84,108.47,110.44,109.76,110.79,115.14,111.21,118.28,131.14,117,146.02,140.57,151.89
..REGION II (CAGAYAN VALLEY),Hasa-hasa [Indo-Pacific mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Kalaso [Lizard fish],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Lapu-lapu [Grouper],..,..,..,..,..,..,..,..,..,326.72,326.67,330.68,323.71
..REGION II (CAGAYAN VALLEY),"Lapu-lapu [Grouper], other than red species",..,..,..,..,..,..,..,..,..,315.72,309.03,329.14,324.68
..REGION II (CAGAYAN VALLEY),Matang-baka [Big-eyed scad],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Pusit [Squid],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Salay-salay [Crevalle],..,..,..,..,146.8,166.45,173.46,180.8,173.38,179.34,204.67,115.43,162.34
..REGION II (CAGAYAN VALLEY),Sapsap [Slipmouth],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),"Shrimp, Suaje [Endeavor prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),"Shrimp, Sugpo [Tiger prawn]",..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Talakitok [Cavalla],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Tambakol [Yellowfin tuna],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Tamban [Indian sardines],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Tanigue [Spanish mackerel],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION II (CAGAYAN VALLEY),Tilapia,88.37,98.64,99.77,98.05,100.22,111.55,107.75,105.83,105.81,104.74,113.85,107.85,110.16
..REGION II (CAGAYAN VALLEY),Tulingan [Frigate tuna],..,..,..,..,111.44,109.24,104.6,84.05,108.6,122.99,142.62,123.22,134.4
..REGION II (CAGAYAN VALLEY),White Shrimp,..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),Alumahan [Indian mackerel],88.76,96.92,107.72,104.98,105.64,119.88,139.02,172.87,181.81,174.39,191.49,213.74,203.49
..REGION III (CENTRAL LUZON),Bangus [Milkfish],88.19,85.87,100.65,97.81,99.32,102.3,100.01,108.29,124.74,132.33,125.71,142.93,150.21
..REGION III (CENTRAL LUZON),Bisugo [Threadfin bream],79.58,86.02,93.1,97.29,94.66,108.48,138.27,156.55,192.88,214.89,219.93,271.36,264.98
..REGION III (CENTRAL LUZON),"Crab, Alimasag [Blue crab]",79.03,83.06,73.75,76.05,70.54,77.08,84.56,78.38,135.14,116.38,114,143.15,138.36
..REGION III (CENTRAL LUZON),"Dalagang-Bukid, bilog [Caesio]",86.66,81,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),"Dalagang-Bukid, lapad [Caesio]",..,122.77,111.53,120.09,123.31,130.5,227.08,237.62,227.34,251.01,250.93,300.05,303.19
..REGION III (CENTRAL LUZON),Dilis [Anchovies],66.95,72.24,70.86,76.77,68.63,76.93,81.1,76.94,83.87,78.37,71.84,96.74,92.49
..REGION III (CENTRAL LUZON),Espada [Hairtail],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),Galunggong [Roundscad],73.76,86.7,94.1,97.66,95.99,102.09,112.2,116.46,128.24,142,153.26,159.21,159.62
..REGION III (CENTRAL LUZON),Hasa-hasa [Indo-Pacific mackerel],75.72,83.64,95.05,105.06,100.65,114.95,130.93,148.07,158.04,194.64,199.05,188.42,207.9
..REGION III (CENTRAL LUZON),Kalaso [Lizard fish],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),Lapu-lapu [Grouper],..,187.61,219.98,222.64,213.3,239.65,238.86,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),"Lapu-lapu [Grouper], other than red species",..,..,..,..,..,..,279.2,336.36,379.63,429.03,455.81,463.22,461.62
..REGION III (CENTRAL LUZON),Matang-baka [Big-eyed scad],86.06,91.4,97.8,107.99,104.68,117.3,120.38,137.67,149.4,157.17,170.57,193.22,204.06
..REGION III (CENTRAL LUZON),Pusit [Squid],154.92,144.48,149.38,154.54,159.98,158.18,193.69,229.42,293.34,215.17,199.58,229.98,222.88
..REGION III (CENTRAL LUZON),Salay-salay [Crevalle],89.34,97.06,109.72,110.3,105.04,117.02,151.44,170.49,197.12,186.17,192.71,175.49,..
..REGION III (CENTRAL LUZON),Sapsap [Slipmouth],..,..,53.84,54.41,55.52,57.04,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),"Shrimp, Suaje [Endeavor prawn]",247.96,270.27,233.58,232.78,277.39,264.96,272.96,317.52,342.27,356.28,386.16,407.47,396.15
..REGION III (CENTRAL LUZON),"Shrimp, Sugpo [Tiger prawn]",371.6,378.77,339.18,367.52,403.86,424.44,387.88,377.4,429.96,625.83,517.73,568.8,579.63
..REGION III (CENTRAL LUZON),Talakitok [Cavalla],137.77,139.96,145.61,170.95,170.37,180.16,184.65,208.56,236.96,253.45,242.39,312.37,287.6
..REGION III (CENTRAL LUZON),Tambakol [Yellowfin tuna],75.98,89.95,103.83,106.91,107.14,115.83,123.1,150.88,161.96,166.35,163.77,184.52,164.81
..REGION III (CENTRAL LUZON),Tamban [Indian sardines],..,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),Tanigue [Spanish mackerel],156.69,..,..,..,..,..,..,..,..,..,..,..,..
..REGION III (CENTRAL LUZON),Tilapia,58.18,59.17,65.74,67.18,68,69.18,68.03,66.34,73.24,73.67,82.59,86.63,89.52
..REGION III (CENTRAL LUZON),Tulingan [Frigate tuna],66.1,82.02,..,..,..,80.76,89.93,107.76,110.65,134.02,133.18,160.94,145.97
..REGION III (CENTRAL LUZON),White Shrimp,211.23,231.6,228.75,224.28,254.06,232.4,247.06,271.52,327.31,333.06,321.31,361.65,371.37
..REGION IV-A (CALABARZON),Alumahan [Indian mackerel],84.95,90.96,121.36,117.57,140.83,144.98,147.83,190.54,218.66,218.51,247.19,244.95,221.12
..REGION IV-A (CALABARZON),Bangus [Milkfish],80,80.93,107.31,96.95,90.24,85.87,86.35,101.79,123.23,118.62,108.47,140.83,140.69
..REGION IV-A (CALABARZON),Bisugo [Threadfin bream],100.31,112.15,147.35,156.55,158.69,175.77,191.64,232.46,282.97,273.24,289.2,275.55,292.17
..REGION IV-A (CALABARZON),"Crab, Alimasag [Blue crab]",123.33,134.58,152.92,147,131.34,148.32,175.1,194.71,265.31,240.08,238.44,295.09,283.53
..REGION IV-A (CALABARZON),"Dalagang-Bukid, bilog [Caesio]",119.31,..,117.3,118.41,112.74,137.7,128.91,182.04,203.61,211.27,223.76,221.6,208.47
